mcmc_step,log_likelihood,accepts,accepts_lower,rejects,accepts0,accepts0_lower,rejects0,time
0,-1825.739,1,0,0,0,0,0,3.904795e-07 days
1,-1794.14,1,0,0,0,0,0,8.652758e-07 days
2,-1780.635,1,0,0,0,0,0,1.304347e-06 days
3,-1763.838,1,0,0,0,0,0,1.74628e-06 days
4,-1751.005,1,0,0,0,0,0,2.174059e-06 days
5,-1751.005,0.8333333,0,0.1666667,0,0,0,2.607058e-06 days
6,-1751.005,0.7142857,0,0.2857143,0,0,0,3.033753e-06 days
7,-1739.417,0.75,0,0.25,0,0,0,3.452462e-06 days
8,-1738.637,0.7777778,0,0.2222222,0,0,0,3.89126e-06 days
9,-1730.819,0.8,0,0.2,0,0,0,4.312695e-06 days
10,-1724.418,0.8181818,0,0.1818182,0,0,0,4.739098e-06 days
11,-1710.726,0.8333333,0,0.1666667,0,0,0,5.173746e-06 days
12,-1710.726,0.7692308,0,0.2307692,0,0,0,5.611018e-06 days
13,-1701.249,0.7857143,0,0.2142857,0,0,0,6.037396e-06 days
14,-1701.249,0.7333333,0,0.2666667,0,0,0,6.481987e-06 days
15,-1695.204,0.75,0,0.25,0,0,0,6.935019e-06 days
16,-1678.484,0.7647059,0,0.2352941,0,0,0,7.397157e-06 days
17,-1678.484,0.7222222,0,0.2777778,0,0,0,7.903414e-06 days
18,-1678.484,0.6842105,0,0.3157895,0,0,0,8.355649e-06 days
19,-1678.484,0.65,0,0.35,0,0,0,8.825972e-06 days
20,-1670.791,0.6666667,0,0.3333333,0,0,0,9.288248e-06 days
21,-1670.791,0.6363636,0,0.3636364,0,0,0,9.715015e-06 days
22,-1668.912,0.6521739,0,0.3478261,0,0,0,1.015844e-05 days
23,-1654.681,0.6666667,0,0.3333333,0,0,0,1.058437e-05 days
24,-1652.085,0.68,0,0.32,0,0,0,1.101928e-05 days
25,-1652.085,0.6538462,0,0.3461538,0,0,0,1.146081e-05 days
26,-1652.085,0.6296296,0,0.3703704,0,0,0,1.18987e-05 days
27,-1637.496,0.6428571,0,0.3571429,0,0,0,1.234422e-05 days
28,-1637.496,0.6206897,0,0.3793103,0,0,0,1.276452e-05 days
29,-1637.496,0.6,0,0.4,0,0,0,1.318972e-05 days
30,-1637.496,0.5806452,0,0.4193548,0,0,0,1.361374e-05 days
31,-1637.496,0.5625,0,0.4375,0,0,0,1.403514e-05 days
32,-1635.721,0.5757576,0,0.4242424,0,0,0,1.447177e-05 days
33,-1635.721,0.5588235,0,0.4411765,0,0,0,1.491195e-05 days
34,-1637.502,0.5714286,0.02857143,0.4285714,0,0,0,1.535307e-05 days
35,-1633.517,0.5833333,0.02777778,0.4166667,0,0,0,1.578421e-05 days
36,-1633.517,0.5675676,0.02702703,0.4324324,0,0,0,1.621134e-05 days
